1704125700,15.00,0.00,0.00,4.98,0,0
1704153709,15.00,0.00,0.00,4.98,76,64
1704181694,15.00,1.67,1.49,4.96,76,64
1704209704,15.00,3.46,3.38,4.95,77,65
1704237683,15.00,5.12,5.15,4.95,77,65
1704265692,15.00,6.71,6.81,4.94,77,65
1704293671,15.00,8.02,8.21,4.93,77,65
1704321680,15.00,9.15,9.49,4.93,77,65
1704349690,15.00,10.04,10.46,4.94,77,65
1704377682,15.00,10.88,11.38,4.92,77,65
1704405647,15.00,11.51,12.12,4.91,77,65
1704433657,15.00,12.60,12.73,4.90,77,65
1704461635,15.00,12.83,13.17,4.90,77,65
1704489645,15.00,13.65,13.55,4.90,77,65
1704517654,15.00,13.60,13.86,4.90,78,65
1704545633,15.00,13.62,14.15,4.91,78,65
1704573642,15.00,13.67,14.42,4.90,77,65
1704601621,15.00,14.10,14.83,4.90,77,65
1704629643,15.00,14.02,14.89,4.90,77,65
1704657609,15.00,13.93,14.96,4.90,78,65
1704685619,15.00,13.97,15.01,4.91,77,65
1704713597,15.00,14.62,15.08,4.91,77,65
1704741606,15.00,14.40,15.12,4.91,77,65
1704769598,15.00,14.27,15.17,4.91,77,65
1704797596,15.00,14.17,15.21,4.91,77,65
1704825573,15.00,14.11,15.26,4.91,77,65
1704853583,15.00,14.07,15.29,4.91,77,65
1704881562,15.00,14.07,15.28,4.91,77,65
1704909571,15.00,14.06,15.32,4.91,77,65
1704937549,15.00,14.05,15.35,4.91,77,65
1704965559,15.00,14.05,15.37,4.90,77,65
1704993538,15.00,14.45,15.39,4.90,78,65
1705021547,15.00,14.67,15.45,4.90,78,65
1705049525,15.00,14.46,15.46,4.91,78,65
1705077535,15.00,14.33,15.45,4.91,77,65
1705105514,15.00,14.26,15.47,4.91,77,65
1705133523,15.00,14.21,15.51,4.91,77,65
1705161502,15.00,14.46,15.50,4.91,77,65
1705189511,15.00,15.00,15.51,4.91,77,65
1705217490,15.00,15.34,15.51,4.91,77,65
1705245499,15.00,14.88,15.50,4.91,77,65
1705273478,15.00,14.60,15.53,4.91,77,65
1705301487,15.00,15.30,15.53,4.91,77,65
1705329466,15.00,14.85,15.52,4.90,77,65
1705357475,15.00,14.58,15.55,4.91,77,65
1705385454,15.00,14.41,15.56,4.91,77,65
1705413463,15.00,14.82,16.15,4.91,77,65
1705441451,15.00,14.55,15.93,4.91,77,65
1705469451,15.00,14.80,15.79,4.91,77,65
1705497430,15.00,14.53,15.69,4.91,77,65
1705525439,15.00,14.35,15.66,4.91,77,65
1705553418,15.00,14.25,15.68,4.91,77,65
1705581427,15.00,14.20,16.10,4.91,77,65
1705609406,15.00,14.17,15.92,4.91,77,65
1705637415,15.00,14.15,15.85,4.91,77,65
1705665394,15.00,14.56,15.76,4.91,77,65
1705693403,15.00,14.38,15.72,4.90,77,65
1705721395,15.00,14.29,15.73,4.92,78,65
1705749391,15.00,14.24,15.68,4.91,77,65
1705777371,15.00,14.22,15.70,4.91,77,65
1705805380,15.00,14.82,15.68,4.91,77,65
1705833358,15.00,15.46,15.64,4.91,77,65
1705861368,15.00,14.96,15.67,4.91,77,65
1705889346,15.00,14.65,15.66,4.91,77,65
1705917356,15.00,14.46,15.63,4.91,77,65
1705945348,15.00,14.36,15.67,4.91,77,65
1705973344,15.00,14.27,15.65,4.91,77,65
1706001323,15.00,14.59,15.59,4.91,77,65
1706029332,15.00,14.42,15.59,4.91,77,65
1706057311,15.00,14.67,15.62,4.91,77,65
1706085320,15.00,14.48,15.58,4.91,77,65
1706113299,15.00,14.70,15.59,4.91,77,65
1706141308,15.00,14.47,15.58,4.90,77,65
1706169287,15.00,14.65,15.61,4.91,78,65
1706197296,15.00,15.42,15.60,4.91,77,65
1706225275,15.00,14.93,15.59,4.91,77,65
1706253284,15.00,14.63,15.60,4.91,77,65
1706281277,15.00,15.13,15.64,4.90,77,65
1706309272,15.00,14.76,15.62,4.91,77,65
1706337251,15.00,14.54,15.62,4.91,77,65
1706365261,15.00,15.20,15.65,4.91,77,65
1706393239,15.00,14.80,15.62,4.91,77,65
1706421249,15.00,14.55,15.63,4.91,77,65
1706449227,15.00,14.41,15.67,4.91,77,65
1706477236,15.00,14.75,15.66,4.91,77,65
1706505229,15.00,14.52,15.69,4.91,77,65
1706533224,15.00,14.38,15.68,4.91,77,65
1706561204,15.00,14.80,15.66,4.91,77,65
1706589213,15.00,14.57,15.69,4.91,77,65
1706617191,15.00,15.04,15.68,4.91,77,65
1706645201,15.00,15.33,15.65,4.91,77,65
1706673179,15.00,14.89,15.69,4.91,77,65
1706701189,15.00,15.26,15.68,4.91,77,65
1706729180,15.00,14.84,15.61,4.91,77,65
1706757177,15.00,14.59,15.79,4.91,77,65
1706785169,15.00,14.80,15.70,4.90,77,65
1706813165,15.00,14.57,15.68,4.90,78,65
1706841143,15.00,14.44,15.65,4.90,78,65
1706869153,15.00,14.36,15.62,4.90,78,65
1706897132,15.00,14.33,15.64,4.91,77,65
1706925143,15.00,14.99,15.67,4.91,77,65
1706953120,15.00,14.73,15.65,4.90,77,65
1706981129,15.00,14.54,15.66,4.91,78,65
1707009122,15.00,14.45,15.69,4.91,77,65
1707037117,15.00,14.38,15.66,4.91,77,65
1707065096,15.00,15.12,15.65,4.91,77,65
1707093105,15.00,14.75,15.68,4.91,77,65
1707121084,15.00,14.53,15.66,4.91,77,65
1707149100,15.00,14.77,15.68,4.92,77,65
1707177072,15.00,14.56,15.67,4.92,77,65
1707205081,15.00,14.44,15.64,4.91,77,65
1707233060,15.00,14.36,15.68,4.91,77,65
1707261069,15.00,14.32,15.67,4.91,77,65
1707289061,15.00,14.30,15.61,4.91,77,65
1707317057,15.00,14.28,15.61,4.91,77,65
1707345036,15.00,14.24,15.63,4.91,77,65
1707373045,15.00,14.23,15.57,4.91,77,65
1707401024,15.00,14.22,15.59,4.91,77,65
1707429034,15.00,14.21,15.62,4.91,77,65
1707457012,15.00,14.20,15.56,4.91,77,65
1707485022,15.00,15.86,15.58,4.91,77,65
1707513000,15.00,15.24,15.58,4.90,77,65
1707541010,15.00,15.52,15.61,4.90,77,65
1707568988,15.00,15.03,15.61,4.91,78,65
1707596998,15.00,14.73,15.59,4.91,77,65
1707624976,15.00,15.09,15.61,4.91,77,65
1707652986,15.00,15.34,15.66,4.91,77,65
1707680964,15.00,14.91,15.66,4.91,77,65
1707708974,15.00,14.63,15.67,4.91,77,65
1707736953,15.00,14.85,15.69,4.91,77,65
1707764962,15.00,14.64,15.67,4.91,77,65
1707792941,15.00,14.50,15.70,4.91,77,65
1707820950,15.00,14.42,15.69,4.91,77,65
1707848972,15.00,14.37,15.67,4.91,77,65
1707876938,15.00,14.32,15.69,4.90,77,65
1707904917,15.00,15.25,15.68,4.91,77,65
1707932931,15.00,14.83,15.61,4.91,77,65
1707960935,15.00,14.95,15.61,4.91,77,65
1707988914,15.00,14.65,15.63,4.91,77,65
1708016923,15.00,14.48,15.58,4.91,77,65
1708044902,15.00,14.38,15.59,4.91,77,65
1708072912,15.00,14.99,15.60,4.90,77,65
1708100890,15.00,14.72,15.63,4.91,77,65
1708128899,15.00,14.55,15.63,4.91,77,65
1708156879,15.00,14.46,15.61,4.91,77,65
1708184888,15.00,14.37,15.64,4.91,77,65
1708212866,15.00,14.93,15.68,4.91,77,65
1708240876,15.00,14.66,15.66,4.91,77,65
1708268855,15.00,14.50,15.65,4.91,77,65
1708296864,15.00,14.39,15.68,4.91,77,65
1708324842,15.00,14.36,15.66,4.92,77,65
1708352852,15.00,14.34,15.70,4.91,77,65
1708380831,15.00,14.32,15.69,4.91,77,65
1708408853,15.00,14.29,15.66,4.91,77,65
1708436819,15.00,14.27,15.70,4.91,77,65
1708464828,15.00,15.25,16.15,4.91,77,65
1708492807,15.00,14.85,15.91,4.91,77,65
1708520816,15.00,14.89,15.80,4.91,77,65
1708548795,15.00,15.08,15.76,4.91,77,65
1708576804,15.00,14.77,15.67,4.91,77,65
1708604783,15.00,14.57,15.66,4.90,77,65
1708632792,15.00,14.47,15.64,4.91,78,65
1708660771,15.00,15.06,15.66,4.91,77,65
1708688780,15.00,14.77,15.69,4.91,77,65
1708716759,15.00,14.56,15.67,4.91,77,65
1708744769,15.00,14.90,15.68,4.91,77,65
1708772747,15.00,14.62,15.70,4.91,77,65
1708800769,15.00,14.48,15.68,4.93,77,65
1708828735,15.00,14.40,15.72,4.92,77,65
1708856744,15.00,14.38,15.71,4.92,77,65
1708884723,15.00,14.34,15.68,4.91,77,65
1708912732,15.00,14.34,15.72,4.91,77,65
1708940711,15.00,14.34,15.71,4.91,77,65
1708968720,15.00,14.70,15.66,4.91,77,65
1708996699,15.00,15.03,15.66,4.91,77,65
1709024708,15.00,14.72,15.64,4.91,77,65
1709052687,15.00,14.54,15.66,4.91,77,65
1709080697,15.00,14.45,15.65,4.91,77,65
1709108675,15.00,14.39,15.63,4.91,77,65
1709136685,15.00,14.34,15.64,4.91,77,65
1709164663,15.00,14.33,15.68,4.91,77,65
1709192673,15.00,14.33,15.66,4.91,77,65
1709220651,15.00,14.94,15.66,4.91,77,65
1709248661,15.00,14.65,15.69,4.91,77,65
1709276639,15.00,14.94,15.67,4.90,77,65
1709304649,15.00,14.67,15.71,4.91,77,65
1709332628,15.00,14.55,15.70,4.90,77,65
1709360637,15.00,15.09,15.78,4.90,77,65
1709388621,15.00,14.80,15.77,4.90,78,65
1709416625,15.00,14.62,15.74,4.90,77,65
1709444604,0.00,14.49,15.65,4.91,78,65

